Date,Open,High,Low,Close,Adj Close,Volume
4/1/2020,22.041307,22.132799,21.230354,21.230354,17.287401,7825365
4/2/2020,21.417498,22.116165,20.22394,20.939241,17.05035,9921058
4/3/2020,20.918447,21.084799,20.211464,20.394447,16.606737,6968859
4/6/2020,21.583845,22.744135,21.413338,22.744135,18.520037,8107113
4/7/2020,24.112358,24.76528,22.444704,23.405373,19.058468,10192549
4/8/2020,23.247341,23.804611,22.573626,23.392897,19.048309,6569412
4/9/2020,24.120676,24.835979,23.459436,24.819344,20.209831,10697452
4/14/2020,25.655251,25.72179,24.424265,24.453375,19.911831,6978347
4/15/2020,24.56566,24.56566,22.898006,22.972864,18.706285,7779054
4/16/2020,23.525976,23.966803,22.706705,23.031088,18.753696,6308863
4/17/2020,23.821247,24.644676,23.54677,24.153946,19.668013,10118608
4/20/2020,24.573978,24.607248,23.039404,23.850357,19.420809,7918320
4/21/2020,23.372103,23.376263,22.644323,22.814833,18.577606,7198188
4/22/2020,23.110104,23.214071,22.769087,23.164165,18.862057,4837077
4/23/2020,23.355469,24.166422,23.05604,23.900263,19.461445,6004027
4/24/2020,23.413691,23.900263,22.860579,22.92296,18.665649,6514340
4/27/2020,23.704802,24.386835,23.563404,24.386835,19.857651,5891797
4/28/2020,24.474169,25.767536,24.361883,25.29344,20.595881,8683937
4/29/2020,25.605345,27.00684,25.035599,26.981888,21.970743,8450763
4/30/2020,27.227253,27.813635,25.900616,26.229156,21.357811,10580592
5/4/2020,25.035599,25.210264,24.04166,24.652994,20.074377,9100726
5/5/2020,25.343346,26.000425,25.135408,25.572075,20.822763,7872577
5/6/2020,25.572075,25.621981,24.873407,24.873407,20.253855,5996377
5/7/2020,25.039757,25.505535,24.902519,25.031441,20.382538,5548954
5/8/2020,25.351662,26.328966,25.081345,26.328966,21.439085,5645279
5/11/2020,26.424618,26.690777,25.547123,25.7509,20.968378,5237633
5/12/2020,25.472265,26.037853,25.443155,25.447313,20.721172,3918265
5/13/2020,25.035599,25.081345,23.792135,23.804611,19.38356,7068142
5/14/2020,23.438643,23.596676,21.870798,22.968706,18.7029,11696290
5/15/2020,23.330517,23.908581,22.810675,23.293087,18.967037,7111325
5/18/2020,23.804611,25.979631,23.796295,25.933886,21.117378,8870910
5/19/2020,26.283218,26.51195,25.081345,25.78833,20.998856,8388974
5/20/2020,25.804964,26.80722,25.018963,26.624235,21.679514,7726392
5/21/2020,26.316488,26.832172,25.975473,26.154299,21.296856,5300838
5/22/2020,25.476423,26.844648,25.322552,26.066965,21.225742,6863960
5/25/2020,26.44957,26.51195,25.809122,26.51195,21.588083,3677630
5/26/2020,26.865442,27.239729,26.599283,27.164871,22.119743,5861078
5/27/2020,27.322905,29.905479,27.231413,29.568623,24.077063,14275247
5/28/2020,30.192432,30.30472,28.674494,29.152748,23.738426,8377335
5/29/2020,28.499826,28.68697,27.763729,27.763729,22.607378,15373255
6/2/2020,29.11116,30.591671,28.998875,29.909637,24.354744,12494951
6/3/2020,30.533449,31.598085,30.063513,31.55234,25.692358,9798008
6/4/2020,29.984495,31.190531,29.448019,30.774656,25.059109,9932286
6/5/2020,31.240435,33.182564,31.165577,33.124344,26.972406,12036934
6/8/2020,32.529644,34.509201,32.404881,33.357231,27.162041,9245022
6/9/2020,33.311485,33.515263,31.344402,32.409039,26.38995,9873436
6/10/2020,32.920563,33.303169,31.514912,32.271801,26.2782,7435652
6/11/2020,30.691481,31.298656,29.373161,29.373161,23.917904,11823022
6/12/2020,29.373161,31.119831,29.14443,29.959543,24.39538,10247112
6/15/2020,28.840843,29.905479,28.524778,29.67259,24.16172,7047660
6/16/2020,31.207165,31.55234,30.051037,30.782972,25.06588,9042642
6/17/2020,30.849512,31.406784,30.142529,30.778814,25.062494,8553003
6/18/2020,30.774656,31.248753,30.105099,30.550083,24.876244,7705463
6/19/2020,31.003386,31.161419,30.491861,30.575035,24.896563,12050712
6/22/2020,30.109259,30.778814,29.73497,30.533449,24.862701,5155905
6/23/2020,30.770496,31.51907,30.238178,30.845354,25.116676,6796963
6/24/2020,30.774656,30.870308,28.878271,28.982241,23.599586,8168944
6/25/2020,28.903225,30.117575,28.641224,29.80567,24.270084,6455162
6/26/2020,30.379576,30.462751,28.957289,29.119478,23.711336,4823917
6/29/2020,29.065414,30.209068,29.065414,29.868052,24.320883,6242603
6/30/2020,30.192432,30.317196,29.423065,30.063513,24.48004,4908588
7/1/2020,30.084305,30.084305,29.127796,29.660114,24.15156,4648924
7/2/2020,30.009447,31.356878,29.8431,30.911894,25.170858,6432417
7/3/2020,31.190531,31.38183,30.33383,30.496019,24.83222,3418845
7/6/2020,31.48996,31.939102,31.065767,31.45253,25.611086,4515714
7/7/2020,31.298656,31.872562,30.903578,31.302814,25.489176,4076492
7/8/2020,31.190531,31.697895,30.828718,30.932688,25.187792,5718621
7/9/2020,30.828718,31.044973,30.005289,30.067671,25.217129,4013637
7/10/2020,29.418907,30.637417,29.377319,30.504337,25.583353,4842496
7/13/2020,31.148943,31.38183,30.545925,31.015863,26.01236,3527896
7/14/2020,30.475227,30.870308,30.358782,30.770496,25.806574,3479791
7/15/2020,31.007545,31.606403,30.79129,31.348562,26.291386,4541513
7/16/2020,31.252911,31.647991,30.907736,31.331926,26.277433,3967443
7/17/2020,32.6045,33.178406,32.346661,32.716785,27.438889,8121118
7/20/2020,32.6045,32.608658,31.84761,32.346661,27.128471,4038023
7/21/2020,32.862343,33.369709,32.579548,32.829071,27.533058,5415184
7/22/2020,32.733421,32.920563,32.171993,32.571232,27.316814,4148213
7/23/2020,33.269897,34.750408,33.269897,33.960251,28.481756,8814796
7/24/2020,33.278217,33.802216,33.111866,33.22831,27.867891,4339681
7/27/2020,33.469517,33.69825,33.116024,33.328121,27.951601,3089948
7/28/2020,33.344753,33.52774,32.729263,33.124344,27.780699,4205789
7/29/2020,33.240788,33.307327,32.662724,33.182564,27.829525,3676900
7/30/2020,33.178406,33.207516,31.51907,32.105453,26.926176,6798579
7/31/2020,32.147038,32.400723,31.107355,31.107355,26.08909,5056579
8/3/2020,31.207165,32.675198,31.148943,32.488056,27.247057,5391213
8/4/2020,33.10355,33.59428,32.870659,33.398819,28.010895,4250561
8/5/2020,33.648342,34.288788,33.490311,33.943615,28.467804,4305103
8/6/2020,33.852119,34.317902,33.303169,33.777264,28.328287,3829846
8/7/2020,33.714882,33.814693,33.124344,33.768948,28.321314,2738346
8/10/2020,34.035107,34.213932,33.465359,33.997677,28.513144,2378791
8/11/2020,34.32206,35.432442,34.32206,35.178761,29.503696,6751343
8/12/2020,35.099743,36.097839,34.995773,35.449078,29.730402,4489728
8/13/2020,35.307678,35.827522,35.137173,35.191235,29.514154,3202723
8/14/2020,35.162125,35.253616,34.550789,35.153805,29.482765,3206637
8/17/2020,35.016567,35.390854,34.696346,35.212029,29.531595,2023020
8/18/2020,34.937553,35.723553,34.767044,35.112221,29.447889,3879006
8/19/2020,35.091427,35.698601,34.920918,35.698601,29.939672,3161845
8/20/2020,34.999931,35.278568,34.613171,34.904282,29.273497,4027348
8/21/2020,35.045677,35.307678,33.723202,34.213932,28.694513,5343143
8/24/2020,34.567425,35.632061,34.567425,35.590473,29.848989,4014473
8/25/2020,35.723553,35.914856,35.120537,35.20787,29.528109,3605914
8/26/2020,35.20787,35.80257,34.999931,35.790092,30.016405,2816466
8/27/2020,35.864948,36.41806,35.706917,35.765141,29.995478,3866228
8/28/2020,36.043777,36.151901,35.465714,35.665333,29.91177,3527202
8/31/2020,35.765141,36.126949,35.382538,35.469872,29.747845,4001433
9/1/2020,35.765141,35.952286,34.742092,35.494823,29.76877,3906351
9/2/2020,35.615425,36.072887,35.453236,35.83168,30.051283,4085780
9/3/2020,36.014664,36.854729,35.565521,36.047935,30.232653,5521259
9/4/2020,35.83168,36.592728,35.569679,36.164379,30.330311,4608689
9/7/2020,36.534508,37.811237,36.430538,37.51181,31.460371,5535746
9/8/2020,37.674,38.064922,37.162476,37.906891,31.791721,5028187
9/9/2020,37.748859,38.759434,37.428635,38.584766,32.360241,6241044
9/10/2020,38.343559,39.042225,38.281178,38.688732,32.447433,5342798
9/11/2020,38.476639,38.988163,38.401779,38.713684,32.468361,4393928
9/14/2020,39.146194,39.216892,38.13562,38.401779,32.206772,3509867
9/15/2020,38.559811,38.788544,38.035812,38.260384,32.088184,3009799
9/16/2020,38.301971,38.509907,38.056606,38.501591,32.290485,3529469
9/17/2020,37.653206,38.776066,37.515968,38.593082,32.367214,3397845
9/18/2020,38.439209,38.56813,37.827873,37.827873,31.725447,9651601
9/21/2020,37.51181,37.515968,35.835838,36.168537,30.333799,6862417
9/22/2020,36.247555,36.821461,36.147743,36.372314,30.504705,3847402
9/23/2020,36.817303,37.570034,36.46381,36.838097,30.895346,4037118
9/24/2020,36.255871,37.478539,36.097839,37.000286,31.03137,4108358
9/25/2020,37.037712,37.349621,36.193493,36.750759,30.822096,3499040
9/28/2020,37.428635,38.380985,37.341301,38.156414,32.000988,4827811
9/29/2020,37.886097,38.081558,37.520126,38.002541,31.871939,2717708
9/30/2020,37.827873,38.946575,37.54092,38.289494,32.112598,4949454
10/1/2020,39.092133,39.466415,38.501591,38.880035,32.607876,5115105
10/2/2020,38.514065,39.004799,38.206318,38.884193,32.611362,3478227
10/5/2020,39.374924,40.007053,39.370766,39.782482,33.364742,4727135
10/6/2020,39.923878,40.281528,39.32502,40.032005,33.574009,5294777
10/7/2020,39.961308,41.017628,39.674355,40.830482,34.243675,5003822
10/8/2020,40.880386,41.159023,40.335594,40.605911,34.055336,3734561
10/9/2020,40.680767,40.90118,39.940514,40.073593,33.608891,3786496
10/12/2020,40.689087,40.955246,40.435402,40.763943,34.187866,3919185
10/13/2020,40.759785,40.884544,40.323116,40.651657,34.093697,3154118
10/14/2020,40.626705,40.830482,40.011211,40.152611,33.675159,3245489
10/15/2020,39.395718,39.416512,38.156414,38.954891,32.670658,5663919
10/16/2020,40.755627,41.333691,40.165085,41.088326,34.459923,8921510
10/19/2020,41.017628,41.312897,40.156769,40.597591,34.048355,3579178
10/20/2020,40.547688,40.738991,40.115181,40.489468,33.957672,2921369
10/21/2020,40.730675,40.730675,39.774162,39.898926,33.462399,3885125
10/22/2020,39.42067,40.24826,38.751114,39.844864,33.417057,4168759
10/23/2020,40.838799,40.851276,39.824066,40.256577,33.762352,4365387
10/26/2020,39.857338,40.722355,39.574543,39.894768,33.458912,4158894
10/27/2020,39.969624,40.102703,39.021431,39.142036,32.82761,4769278
10/28/2020,37.736382,37.936001,36.497078,36.800667,30.863956,8618670
10/29/2020,36.663429,37.478539,36.659267,36.784031,30.85,6074338
10/30/2020,36.097839,37.216541,35.864948,36.929588,30.972076,5065743
11/2/2020,37.141682,38.426731,36.796509,38.110668,31.962622,4899435
11/3/2020,38.593082,39.557907,38.518227,39.25848,32.92527,5831319
11/4/2020,38.518227,40.185879,37.894413,39.940514,33.497276,7047548
11/5/2020,40.393814,41.183975,40.181721,41.1008,34.470383,6368329
11/6/2020,40.851276,41.088326,39.7201,40.069435,33.6054,4811946
11/9/2020,40.9095,43.084518,40.626705,42.169598,35.366764,10645357
11/10/2020,42.202866,44.36541,42.177914,44.082615,36.971172,8873856
11/11/2020,43.425533,44.456902,43.408901,44.074299,36.964195,4889605
11/12/2020,43.500393,44.132519,43.092834,43.417217,36.413116,3996900
11/13/2020,43.126106,43.86636,43.034615,43.66674,36.622387,3809625
11/16/2020,44.082615,44.872776,43.691692,44.731377,37.515274,5403726
11/17/2020,44.698109,45.363506,44.315506,45.363506,38.045425,4469566
11/18/2020,45.072395,46.544586,45.014172,46.328335,38.854607,5577389
11/19/2020,46.161983,46.486366,45.762745,45.804333,38.415138,4972964
11/20/2020,45.696205,46.453094,45.54649,46.178619,38.729046,3836717
11/23/2020,46.436462,47.284843,46.245159,46.577858,39.063881,5309820
11/24/2020,47.201668,48.199764,47.027,48.199764,40.424141,6230582
11/25/2020,48.324528,48.382751,47.1684,47.750622,40.047451,4382945
11/26/2020,47.642494,47.667446,46.652714,46.652714,39.126659,2904844
11/27/2020,46.993732,47.276527,46.478046,47.068588,39.475445,4272640
11/30/2020,46.652714,47.72567,46.461414,46.952145,39.377789,6484002
12/1/2020,47.401287,47.858749,47.284843,47.858749,40.138134,3631730
12/2/2020,47.750622,47.892017,47.243256,47.817162,40.10326,2975166
12/3/2020,47.800526,47.883701,47.085224,47.218304,39.601006,3248055
12/4/2020,47.176716,48.416019,47.118492,48.416019,40.605507,4602535
12/7/2020,48.083321,48.407703,47.459511,47.991829,40.249752,2986533
12/8/2020,47.950241,48.158176,47.742306,47.825478,40.110229,2600464
12/9/2020,47.966877,48.607323,47.842113,47.842113,40.124187,3755374
12/10/2020,47.700718,47.867065,46.552906,46.844017,39.287102,3510454
12/11/2020,46.760841,47.143448,46.053856,46.1703,38.722069,4336351
12/14/2020,46.161983,47.501099,46.003952,46.885605,39.321983,3706525
12/15/2020,46.993732,48.274624,46.885605,48.224716,40.445068,3548371
12/16/2020,48.382751,49.730183,48.324528,48.881798,40.996147,5732974
12/17/2020,49.239449,49.638687,48.690495,48.690495,40.835701,3609234
12/18/2020,48.623955,49.281036,48.366116,48.798622,40.926388,11369619
12/21/2020,47.409603,47.409603,45.596397,46.902241,39.33593,5216571
12/22/2020,47.16008,47.883701,46.952145,47.110176,39.510323,2338352
12/23/2020,47.65913,48.798622,47.65913,48.673862,40.821754,3255794
12/28/2020,49.455704,49.846626,48.640591,48.78199,40.912441,2408904
12/29/2020,49.222816,49.314308,48.191448,48.399384,40.591553,1819857
12/30/2020,48.241352,48.623955,48.000145,48.066685,40.312531,1573574
1/4/2021,48.399384,48.90675,46.910557,47.326431,39.691692,3411046
1/5/2021,46.927193,48.066685,46.702621,47.318111,39.684719,3197549
1/6/2021,47.625858,48.158176,46.378239,46.935509,39.363834,4720132
1/7/2021,47.526051,48.532463,47.301479,48.066685,40.312531,4242888
1/8/2021,48.740402,48.90675,47.401287,47.983513,40.242775,3767088
1/11/2021,47.65913,47.900337,46.860653,47.534367,39.866085,3505621
1/12/2021,47.617542,48.374432,47.301479,48.34948,40.549706,3762004
1/13/2021,48.133224,48.332844,47.368019,47.600906,39.92189,3248270
1/14/2021,47.551003,48.90675,47.526051,48.083321,40.326477,3576618
1/15/2021,47.534367,47.916969,46.303383,46.794113,39.245247,4984440
1/18/2021,46.253475,47.1684,46.11208,47.135128,39.53125,2509291
1/19/2021,47.359699,47.376335,46.128716,46.245159,38.784851,4079222
1/20/2021,46.419827,48.166496,46.353287,48.166496,40.396236,4588877
1/21/2021,48.366116,49.505608,48.366116,49.106369,41.18449,5297545
1/22/2021,48.615639,49.780087,48.008465,49.131321,41.205418,5545268
1/25/2021,49.447388,50.02961,47.301479,47.775574,40.068382,5638051
1/26/2021,47.642494,49.305988,47.268208,48.981609,41.079857,3747273
1/27/2021,48.865162,48.90675,46.960461,47.617542,39.935841,5210223
1/28/2021,47.085224,48.008465,46.1703,47.900337,40.173016,4641073
1/29/2021,47.318111,48.973289,47.143448,48.341164,40.542728,6759841
2/1/2021,48.90675,48.91507,48.316212,48.565735,40.731071,2798378
2/2/2021,48.989925,50.087833,48.90675,49.305988,41.351906,4051668
2/3/2021,50.39558,54.063583,49.988022,53.697617,45.035072,11768996
2/4/2021,53.963776,55.020096,53.572853,54.812157,45.969814,8708660
2/5/2021,54.887016,55.818573,54.021999,55.718761,46.730164,7242587
2/8/2021,55.727081,56.093048,54.945236,55.228031,46.3186,3676520
2/9/2021,54.986824,55.103268,54.404602,54.728985,45.900063,2645331
2/10/2021,54.986824,55.244667,53.556217,54.138443,45.404785,3520241
2/11/2021,54.454506,54.812157,54.038631,54.105171,45.376881,2635636
2/12/2021,53.689301,54.038631,53.331646,53.780792,45.104828,2662184
2/15/2021,54.080219,54.263203,53.514633,53.930504,45.230389,2109912
2/16/2021,53.897236,54.662441,53.81406,54.071903,45.348976,2161188
2/17/2021,54.138443,54.712349,53.755836,54.429554,45.648933,3993418
2/18/2021,55.602318,56.226128,54.770569,55.63559,46.660408,5312667
2/19/2021,56.142956,56.234447,55.169807,55.910065,46.89061,4013656
2/22/2021,55.485874,55.702126,54.911968,55.56073,46.59763,2456148
2/23/2021,55.610634,55.843525,53.872284,54.338062,45.572205,4210291
2/24/2021,54.396282,55.169807,54.338062,54.762253,45.927963,3152312
2/25/2021,55.311207,55.835209,54.837109,54.837109,45.990742,2699528
2/26/2021,54.196667,55.485874,54.038631,55.103268,46.213959,4312311
3/1/2021,55.643906,55.818573,54.579269,55.402699,46.465088,3268149
3/2/2021,55.311207,57.099464,55.252983,56.783398,47.623055,4590781
3/3/2021,57.390575,58.372036,57.182636,57.706638,48.397354,4398045
3/4/2021,57.423843,59.087341,57.274132,58.704735,49.23444,5103476
3/5/2021,58.421944,59.103973,57.922894,58.405308,48.983318,3820475
3/8/2021,59.05407,60.684296,58.887718,60.293373,50.566795,5521466
3/9/2021,60.052166,60.700932,59.103973,59.810959,50.162205,5141375
3/10/2021,59.711151,60.418137,59.212101,60.418137,50.671432,4061957
3/11/2021,60.551216,60.767471,59.286961,59.960674,50.287769,3355909
3/12/2021,58.338768,58.85445,58.164101,58.821178,49.332096,7116120
3/15/2021,58.646515,59.511532,58.055973,58.28886,48.885651,5023687
3/16/2021,58.388672,59.569752,58.380356,59.270325,49.708786,5353445
3/17/2021,59.361816,59.952358,58.164101,59.328545,49.757614,5980056
3/18/2021,59.885818,61.823788,59.852547,61.823788,51.850327,10132093
3/19/2021,60.800739,61.71566,60.617756,61.366329,51.466663,11213761
3/22/2021,60.875595,62.098267,60.501308,61.682392,51.731735,3262039
3/23/2021,61.22493,61.299789,59.736103,60.393185,50.650509,4903824
3/24/2021,59.802643,59.877499,58.995846,59.594707,49.980839,5087933
3/25/2021,59.137245,60.393185,59.037434,60.301689,50.573772,4110168
3/26/2021,60.717564,61.116802,60.393185,60.942135,51.110901,3764427
3/29/2021,61.125122,61.565948,60.551216,61.308105,51.417831,3271288
3/30/2021,61.798836,63.162903,61.64912,63.162903,52.973408,4971367
3/31/2021,63.063091,63.445698,62.90506,63.221127,53.022243,5496840
4/1/2021,62.381062,62.921696,61.798836,62.663853,53.701591,3848462
4/6/2021,63.478966,63.919792,62.722076,62.780296,53.80138,3178288
4/7/2021,62.871792,63.745125,62.722076,62.888428,53.894047,3250076
4/8/2021,63.620361,63.753445,60.975407,61.72398,52.896137,4869807
4/9/2021,61.965187,62.796932,61.840424,62.306202,53.395092,3542684
4/12/2021,62.447598,63.994652,62.447598,63.187855,54.15065,4384526
4/13/2021,63.711857,64.03624,62.921696,62.921696,53.922558,3228301
4/14/2021,63.004871,63.121315,62.339474,62.722076,53.751488,2899395
4/15/2021,62.871792,63.112995,62.472553,62.680489,53.715847,2952164
4/16/2021,64.002968,64.843033,63.8283,64.368935,55.162811,6387041
4/19/2021,64.834717,64.867989,62.979919,63.179539,54.14352,3900859
4/20/2021,63.47065,64.227539,61.191662,61.29147,52.52549,5086949
4/21/2021,61.474457,61.898647,59.960674,61.191662,52.439957,4196339
4/22/2021,61.574265,62.048363,60.7342,61.366329,52.589642,2620658
4/23/2021,62.098267,62.505821,60.426453,61.299789,52.532619,3346698
4/26/2021,61.815472,62.156487,60.725883,62.123219,53.238281,3126765
4/27/2021,62.139854,62.256298,61.441185,62.056679,53.181255,2848591
4/28/2021,62.489185,62.830204,62.114899,62.522457,53.580421,2291550
4/29/2021,62.539093,62.580681,60.592804,61.29147,52.52549,4471508
4/30/2021,61.23325,62.106583,61.03363,61.5909,52.782093,3190805
5/3/2021,61.798836,62.430965,61.549313,61.890327,53.038696,1924216
5/4/2021,61.973503,62.381062,60.135342,60.226833,51.613117,3812963
5/5/2021,58.704735,60.16861,58.305496,59.97731,51.399281,7753312
5/6/2021,60.592804,60.692612,59.3535,60.501308,51.848335,3901662
5/7/2021,60.867279,61.15839,59.960674,61.058582,52.325909,4426854
5/10/2021,61.266518,61.482773,61.016994,61.349693,52.575382,3149611
5/11/2021,60.592804,60.800739,59.469944,60.185246,51.577477,3944906
5/12/2021,60.018898,60.908867,59.569752,60.684296,52.005154,3031059
5/13/2021,59.97731,60.484676,58.255592,60.11039,51.513329,3398568
5/14/2021,60.567848,61.607533,59.727783,61.507725,52.710815,2976788
5/17/2021,61.5909,62.139854,61.175026,61.815472,52.974545,1805798
5/18/2021,62.198074,62.871792,61.632488,62.206394,53.309559,2840478
5/19/2021,61.540997,61.557629,59.786007,60.268421,51.648754,3370417
5/20/2021,60.892231,62.497505,60.759151,62.497505,53.559036,4009132
5/21/2021,62.722076,63.262711,62.71376,62.821884,53.837021,3472403
5/25/2021,63.46233,64.069504,63.254395,63.745125,54.62822,3455045
5/26/2021,64.069504,64.601822,63.40411,64.493698,55.26973,2908400
5/27/2021,64.294083,65.225639,63.312618,64.768173,55.504948,5962306
5/28/2021,64.876305,64.901253,63.354202,63.745125,54.62822,3067572
5/31/2021,63.678585,63.919792,63.254395,63.354202,54.293205,1478106
6/1/2021,64.027924,65.225639,64.011284,64.976112,55.683147,2922270
6/2/2021,65.09256,65.56665,64.776489,65.483475,56.117947,2311774
6/3/2021,65.708046,66.722778,65.325447,66.498207,56.987553,3301122
6/4/2021,66.498207,66.781006,65.683098,66.157196,56.695313,2102502
6/7/2021,66.040749,66.880814,65.957573,66.656242,57.122986,2124393
6/8/2021,66.589699,66.614655,65.07592,65.69973,56.303272,2439652
6/9/2021,65.658142,66.024117,64.502014,65.192368,55.868473,2375938
6/10/2021,65.283859,65.899353,64.502014,65.0177,55.718788,2353825
6/11/2021,65.450211,66.315224,65.167412,66.315224,56.830738,2133294
6/14/2021,66.464943,66.68119,65.64151,65.64151,56.25338,2120560
6/15/2021,65.915985,66.257004,65.574966,65.891037,56.46722,1970364
6/16/2021,66.107285,66.390083,64.418839,65.741318,56.338913,3688010
6/17/2021,65.500114,66.864182,65.500114,66.090652,56.638283,2867920
6/18/2021,65.891037,66.331863,63.836617,64.111092,54.941841,6970919
6/21/2021,63.379158,66.07402,62.663853,66.007477,56.567005,3436962
6/22/2021,66.090652,66.090652,65.217316,65.982529,56.545628,2399406
6/23/2021,66.115608,66.439987,65.109192,65.125824,55.811447,2109991
6/24/2021,65.550018,66.157196,65.233955,65.58329,56.203487,2585061
6/25/2021,65.558334,65.58329,64.210907,64.684998,55.43367,2531395
6/28/2021,64.210907,64.743225,62.988235,63.179539,54.14352,2891713
6/29/2021,63.129631,63.969696,63.046459,63.445698,54.371616,2056317
6/30/2021,63.212807,63.495602,61.882011,62.630585,53.67308,3197163
7/1/2021,63.013187,63.653633,62.697124,63.204491,54.164906,2198580
7/2/2021,63.345886,63.919792,63.212807,63.40411,54.335976,2028429
7/5/2021,63.121315,63.495602,62.322838,63.137951,54.107883,1690180
7/6/2021,63.162903,63.162903,60.409817,60.642708,51.969513,3693164
7/7/2021,60.792423,61.208298,59.079021,60.218517,51.605991,4490687
7/8/2021,59.727783,59.727783,58.006069,58.829498,50.41563,4375992
7/9/2021,59.503212,60.759151,59.004166,60.626072,51.955257,3932627
7/12/2021,60.451405,61.624168,59.253689,60.933819,52.21899,3248098
